Probability,Account Name,Engagement Name,Created Date,Schedule Month,Region,Schedule Amount,Intacct Project ID,Project Code,Engagement Launch Date,Primary Partner,Fee,Engagement ID,Expense Budget,Engagement End Date,Office,Industry,_BATCH_ID_,_BATCH_LAST_RUN_
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - Family Office Strategy: Phase 1–3,2020-06-01,2020-08-01,Abu Dhabi,299858.0,SHF2004,SHF2004,2020-07-14,,676000.0,0063Z00000htRm3,,2020-09-22,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - Family Office Strategy: Phase 1–3,2020-06-01,2020-09-01,Abu Dhabi,113088.0,SHF2004,SHF2004,2020-07-14,,676000.0,0063Z00000htRm3,,2020-09-22,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - Foundation Retreat,2019-11-18,2020-02-01,Abu Dhabi,123742.0,SHF2001,SHF2001,2020-01-06,,265000.0,0063Z00000hyUfX,,2020-02-28,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - Foundation Retreat,2019-11-18,2020-02-01,Abu Dhabi,141258.0,SHF2001,SHF2001,2020-01-06,,265000.0,0063Z00000hyUfX,,2020-02-28,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (Holding),SHF (Abu Dhabi) - Future of Education: Phase 3,2023-09-18,2023-10-01,Abu Dhabi,74160.0,SHF2309,SHF2309,2023-10-09,,74160.0,0063Z000012gPtC,,2023-10-27,,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (Holding),SHF (Abu Dhabi) - Future of Education: Phase 4,2023-10-23,2023-11-01,Abu Dhabi,96209.0,SHF2310,SHF2310,2023-11-07,,709155.0,0063Z000012j3V5,97000,2024-02-23,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (Holding),SHF (Abu Dhabi) - Future of Education: Phase 4,2023-10-23,2023-12-01,Abu Dhabi,93223.0,SHF2310,SHF2310,2023-11-07,,709155.0,0063Z000012j3V5,97000,2024-02-23,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (Holding),SHF (Abu Dhabi) - Future of Education: Phase 4,2023-10-23,2024-01-01,Abu Dhabi,287215.0,SHF2310,SHF2310,2023-11-07,,709155.0,0063Z000012j3V5,97000,2024-02-23,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (Holding),SHF (Abu Dhabi) - Future of Education: Phase 4,2023-10-23,2024-02-01,Abu Dhabi,232508.0,SHF2310,SHF2310,2023-11-07,,709155.0,0063Z000012j3V5,97000,2024-02-23,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (Holding),SHF (Abu Dhabi) - Future of Education: Phase 4 Extension,2024-01-29,2024-03-01,Abu Dhabi,49640.0,SHF2310,SHF2310,2024-02-26,,247500.0,006KZ000002Ka2J,0,2024-03-22,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (Holding),SHF (Abu Dhabi) - Future of Education: Phase 4 Extension,2024-01-29,2024-03-01,Abu Dhabi,197860.0,SHF2310,SHF2310,2024-02-26,,247500.0,006KZ000002Ka2J,0,2024-03-22,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (Holding),SHF (Abu Dhabi) - Future of Education 2024: August,2024-08-01,2024-08-01,Abu Dhabi,265050.0,SHF2401,SHF2401,2024-08-01,,265050.0,006WR00000660YD,15000,2024-08-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (Holding),SHF (Abu Dhabi) - Future of Education 2024: July,2024-03-29,2024-08-01,Abu Dhabi,320850.0,SHF2401,SHF2401,2024-07-01,,320850.0,006WR0000027JUd,35000,2024-07-31,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (Holding),SHF (Abu Dhabi) - Future of Education 2024: Sept,2024-09-18,2024-09-01,Abu Dhabi,209250.0,SHF2401,SHF2401,2024-09-02,,209250.0,006WR000008gqfA,15000,2024-09-20,,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (Holding),SHF (Abu Dhabi) - Future of Education 2024 - 2025: Phase 0,2024-06-10,2024-06-01,Abu Dhabi,144667.0,SHF2401,SHF2401,2024-05-20,,390600.0,006WR000004BXJO,25000,2024-06-28,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (Holding),SHF (Abu Dhabi) - Future of Education 2024 - 2025: Phase 0,2024-06-10,2024-06-01,Abu Dhabi,245933.0,SHF2401,SHF2401,2024-05-20,,390600.0,006WR000004BXJO,25000,2024-06-28,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - Golden Jubilee: Phase 2,2020-08-03,2020-12-01,Abu Dhabi,153832.0,SHF2007,SHF2007,2020-09-01,,965000.0,0063Z00000l9Nzi,,2021-04-30,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - Golden Jubilee: Phase 2,2020-08-03,2020-12-01,Abu Dhabi,261246.0,SHF2007,SHF2007,2020-09-01,,965000.0,0063Z00000l9Nzi,,2021-04-30,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - Golden Jubilee: Phase 2,2020-08-03,2021-01-01,Abu Dhabi,353445.0,SHF2007,SHF2007,2020-09-01,,965000.0,0063Z00000l9Nzi,,2021-04-30,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - Golden Jubilee: Phase 2,2020-08-03,2021-02-01,Abu Dhabi,196477.0,SHF2007,SHF2007,2020-09-01,,965000.0,0063Z00000l9Nzi,,2021-04-30,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - Golden Jubilee: Phase 3,2020-08-17,2021-02-01,Abu Dhabi,190803.0,SHF2101,SHF2101,2021-02-12,,1795000.0,0063Z00000lAM44,,2021-05-14,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - Golden Jubilee: Phase 3,2020-08-17,2021-03-01,Abu Dhabi,663618.0,SHF2101,SHF2101,2021-02-12,,1795000.0,0063Z00000lAM44,,2021-05-14,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - Golden Jubilee: Phase 3,2020-08-17,2021-04-01,Abu Dhabi,646648.0,SHF2101,SHF2101,2021-02-12,,1795000.0,0063Z00000lAM44,,2021-05-14,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - Golden Jubilee: Phase 3,2020-08-17,2021-05-01,Abu Dhabi,293931.0,SHF2101,SHF2101,2021-02-12,,1795000.0,0063Z00000lAM44,,2021-05-14,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - Golden Jubilee (National Day) Strategy,2020-01-28,2020-02-01,Abu Dhabi,236623.0,SHF2003,SHF2003,2020-02-19,,1054600.0,0063Z00000iX7d3,,2020-04-07,,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - Golden Jubilee (National Day) Strategy,2020-01-28,2020-03-01,Abu Dhabi,817977.0,SHF2003,SHF2003,2020-02-19,,1054600.0,0063Z00000iX7d3,,2020-04-07,,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - Golden Jubilee Extension: Family Conversations,2020-05-05,2020-06-01,Abu Dhabi,150000.0,SHF2006,SHF2006,2020-05-06,,150000.0,0063Z00000jskkJ,,2020-05-29,,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (Holding),SHF (Abu Dhabi) - Horticultural Expo DOHA,2023-04-18,2023-05-01,Abu Dhabi,93261.0,SHF2304,SHF2304,2023-05-16,,195000.0,0063Z00000wmi4C,,2023-06-16,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (Holding),SHF (Abu Dhabi) - Horticultural Expo DOHA,2023-04-18,2023-06-01,Abu Dhabi,101739.0,SHF2304,SHF2304,2023-05-16,,195000.0,0063Z00000wmi4C,,2023-06-16,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - Jubilee 49th Anniversary,2020-03-13,2020-06-01,Abu Dhabi,325737.0,SHF2005,SHF2005,2020-06-01,,690000.0,0063Z00000jP9Y2,,2020-08-07,,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - Jubilee 49th Anniversary,2020-03-13,2020-07-01,Abu Dhabi,325737.0,SHF2005,SHF2005,2020-06-01,,690000.0,0063Z00000jP9Y2,,2020-08-07,,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - Jubilee 49th Anniversary,2020-03-13,2020-08-01,Abu Dhabi,38526.0,SHF2005,SHF2005,2020-06-01,,690000.0,0063Z00000jP9Y2,,2020-08-07,,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - New School,2021-10-15,2021-12-01,Abu Dhabi,64622.0,SHF2104,SHF2104,2021-12-12,,685000.0,0063Z00000qYQAF,,2022-03-10,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - New School,2021-10-15,2022-01-01,Abu Dhabi,258491.0,SHF2104,SHF2104,2021-12-12,,685000.0,0063Z00000qYQAF,,2022-03-10,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - New School,2021-10-15,2022-02-01,Abu Dhabi,245566.0,SHF2104,SHF2104,2021-12-12,,685000.0,0063Z00000qYQAF,,2022-03-10,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - New School,2021-10-15,2022-03-01,Abu Dhabi,116321.0,SHF2104,SHF2104,2021-12-12,,685000.0,0063Z00000qYQAF,,2022-03-10,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - Office of Understanding Workshop: Sprint 1,2020-01-29,2020-03-01,Abu Dhabi,29911.0,SHF2002,SHF2002,2020-02-03,,1305000.0,0063Z00000iXBNw,,2020-06-30,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - Office of Understanding Workshop: Sprint 1,2020-01-29,2020-03-01,Abu Dhabi,155991.0,SHF2002,SHF2002,2020-02-03,,1305000.0,0063Z00000iXBNw,,2020-06-30,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - Office of Understanding Workshop: Sprint 1,2020-01-29,2020-04-01,Abu Dhabi,384690.0,SHF2002,SHF2002,2020-02-03,,1305000.0,0063Z00000iXBNw,,2020-06-30,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - Office of Understanding Workshop: Sprint 1,2020-01-29,2020-05-01,Abu Dhabi,349718.0,SHF2002,SHF2002,2020-02-03,,1305000.0,0063Z00000iXBNw,,2020-06-30,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - Office of Understanding Workshop: Sprint 1,2020-01-29,2020-06-01,Abu Dhabi,384690.0,SHF2002,SHF2002,2020-02-03,,1305000.0,0063Z00000iXBNw,,2020-06-30,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - Office of Understanding Workshop: Sprint 1 ADDITIONAL TEAM,2020-05-06,2020-06-01,Abu Dhabi,133705.0,SHF2002,SHF2002,2020-04-13,,245100.0,0063Z00000jsoqk,,2020-06-30,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - Office of Understanding Workshop: Sprint 1 ADDITIONAL TEAM,2020-05-06,2020-06-01,Abu Dhabi,38.0,SHF2002,SHF2002,2020-04-13,,245100.0,0063Z00000jsoqk,,2020-06-30,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - Office of Understanding Workshop: Sprint 1 ADDITIONAL TEAM,2020-05-06,2020-06-01,Abu Dhabi,22249.0,SHF2002,SHF2002,2020-04-13,,245100.0,0063Z00000jsoqk,,2020-06-30,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - Office of Understanding Workshop: Sprint 1 ADDITIONAL TEAM,2020-05-06,2020-06-01,Abu Dhabi,22305.0,SHF2002,SHF2002,2020-04-13,,245100.0,0063Z00000jsoqk,,2020-06-30,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - Office of Understanding Workshop: Sprint 1 ADDITIONAL TEAM,2020-05-06,2020-06-01,Abu Dhabi,66803.0,SHF2002,SHF2002,2020-04-13,,245100.0,0063Z00000jsoqk,,2020-06-30,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
,Salama bint Hamdan Al Nahyan Foundation (Holding),SHF (Abu Dhabi) - PARENT - COP30,2025-06-09,2025-06-01,,0.0,,,,,0.0,006WR00000Si8jK,,,,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - Platform Project Phase 1,2020-11-02,2021-06-01,Abu Dhabi,73409.0,SHF2102,SHF2102,2021-06-07,,95000.0,0063Z00000ludkC,,2021-07-08,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - Platform Project Phase 1,2020-11-02,2021-07-01,Abu Dhabi,21591.0,SHF2102,SHF2102,2021-06-07,,95000.0,0063Z00000ludkC,,2021-07-08,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (Holding),SHF (Abu Dhabi) - Protocol Cultural Transformation,2022-04-06,2023-03-01,Abu Dhabi,327600.0,SHF2301,SHF2301,2023-03-06,,1638000.0,0063Z00000sXYh6,,2023-06-30,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (Holding),SHF (Abu Dhabi) - Protocol Cultural Transformation,2022-04-06,2023-04-01,Abu Dhabi,357504.0,SHF2301,SHF2301,2023-03-06,,1638000.0,0063Z00000sXYh6,,2023-06-30,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (Holding),SHF (Abu Dhabi) - Protocol Cultural Transformation,2022-04-06,2023-05-01,Abu Dhabi,487528.0,SHF2301,SHF2301,2023-03-06,,1638000.0,0063Z00000sXYh6,,2023-06-30,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (Holding),SHF (Abu Dhabi) - Protocol Cultural Transformation,2022-04-06,2023-06-01,Abu Dhabi,400540.0,SHF2301,SHF2301,2023-03-06,,1638000.0,0063Z00000sXYh6,,2023-06-30,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (Holding),SHF (Abu Dhabi) - Protocol Cultural Transformation,2022-04-06,2023-07-01,Abu Dhabi,64828.0,SHF2301,SHF2301,2023-03-06,,1638000.0,0063Z00000sXYh6,,2023-06-30,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (Holding),SHF (Abu Dhabi) - Sustainability COP28 Leadership Summit,2023-03-27,2023-04-01,Abu Dhabi,355500.0,SHF2302,SHF2302,2023-04-03,,661500.0,0063Z00000zv7IA,,2023-05-26,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (Holding),SHF (Abu Dhabi) - Sustainability COP28 Leadership Summit,2023-03-27,2023-05-01,Abu Dhabi,306000.0,SHF2302,SHF2302,2023-04-03,,661500.0,0063Z00000zv7IA,,2023-05-26,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - UAE Education Vision,2022-05-23,2022-06-01,Abu Dhabi,177882.0,SHF2201,SHF2201,2022-06-20,,1925500.0,0063Z00000sexgI,,2022-10-21,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - UAE Education Vision,2022-05-23,2022-07-01,Abu Dhabi,383003.0,SHF2201,SHF2201,2022-06-20,,1925500.0,0063Z00000sexgI,,2022-10-21,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - UAE Education Vision,2022-05-23,2022-08-01,Abu Dhabi,457523.0,SHF2201,SHF2201,2022-06-20,,1925500.0,0063Z00000sexgI,,2022-10-21,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - UAE Education Vision,2022-05-23,2022-09-01,Abu Dhabi,532789.0,SHF2201,SHF2201,2022-06-20,,1925500.0,0063Z00000sexgI,,2022-10-21,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - UAE Education Vision,2022-05-23,2022-10-01,Abu Dhabi,374303.0,SHF2201,SHF2201,2022-06-20,,1925500.0,0063Z00000sexgI,,2022-10-21,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - UAE Education Vision: Extension,2022-10-24,2022-11-01,Abu Dhabi,63219.0,SHF2203,SHF2203,2022-10-24,,265500.0,0063Z00000u53Lt,,2022-11-30,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - UAE Education Vision: Extension,2022-10-24,2022-11-01,Abu Dhabi,200194.0,SHF2203,SHF2203,2022-10-24,,265500.0,0063Z00000u53Lt,,2022-11-30,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (CPC),SHF (Abu Dhabi) - UAE Education Vision: Extension,2022-10-24,2022-12-01,Abu Dhabi,2087.0,SHF2203,SHF2203,2022-10-24,,265500.0,0063Z00000u53Lt,,2022-11-30,San Francisco,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (Holding),SHF (Abu Dhabi) - UAE Sustainability Narrative,2022-11-15,2022-12-01,Abu Dhabi,60634.0,SHF2204,SHF2204,2022-12-12,,1520125.0,0063Z00000wxLyJ,,2023-03-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (Holding),SHF (Abu Dhabi) - UAE Sustainability Narrative,2022-11-15,2023-01-01,Abu Dhabi,452065.0,SHF2204,SHF2204,2022-12-12,,1520125.0,0063Z00000wxLyJ,,2023-03-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (Holding),SHF (Abu Dhabi) - UAE Sustainability Narrative,2022-11-15,2023-02-01,Abu Dhabi,452065.0,SHF2204,SHF2204,2022-12-12,,1520125.0,0063Z00000wxLyJ,,2023-03-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (Holding),SHF (Abu Dhabi) - UAE Sustainability Narrative,2022-11-15,2023-03-01,Abu Dhabi,507236.0,SHF2204,SHF2204,2022-12-12,,1520125.0,0063Z00000wxLyJ,,2023-03-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,Salama bint Hamdan Al Nahyan Foundation (Holding),SHF (Abu Dhabi) - UAE Sustainability Narrative,2022-11-15,2023-04-01,Abu Dhabi,48125.0,SHF2204,SHF2204,2022-12-12,,1520125.0,0063Z00000wxLyJ,,2023-03-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"Shutterfly, Inc.",Shutterfly - Leadership Team Offsite Advisory,2020-02-10,2020-03-01,West,70000.0,SFL2001,SFL2001,2020-02-17,,70000.0,0063Z00000iY7Kk,,2020-03-13,,Technology,109.0,2025-07-01 10:12:25
100%,Skillsoft,Skillsoft - New Brand Narrative,2022-01-03,2022-01-01,US,166205.0,SKS2201,SKS2201,2022-01-10,,365650.0,0063Z00000rnQqd,,2022-02-25,San Francisco,Technology,109.0,2025-07-01 10:12:25
100%,Skillsoft,Skillsoft - New Brand Narrative,2022-01-03,2022-02-01,US,199445.0,SKS2201,SKS2201,2022-01-10,,365650.0,0063Z00000rnQqd,,2022-02-25,San Francisco,Technology,109.0,2025-07-01 10:12:25
100%,Skillsoft,Skillsoft - Value Propositions & Brand,2022-02-14,2022-03-01,US,13261.0,SKS2201,SKS2201,2022-02-28,,530450.0,0063Z00000rpyBV,,2022-04-29,San Francisco,Technology,109.0,2025-07-01 10:12:25
100%,Skillsoft,Skillsoft - Value Propositions & Brand,2022-02-14,2022-03-01,US,305009.0,SKS2201,SKS2201,2022-02-28,,530450.0,0063Z00000rpyBV,,2022-04-29,San Francisco,Technology,109.0,2025-07-01 10:12:25
100%,Skillsoft,Skillsoft - Value Propositions & Brand,2022-02-14,2022-04-01,US,212180.0,SKS2201,SKS2201,2022-02-28,,530450.0,0063Z00000rpyBV,,2022-04-29,San Francisco,Technology,109.0,2025-07-01 10:12:25
100%,Skillsoft,Skillsoft - Value Propositions & Brand: Activation Extension,2022-05-02,2022-05-01,US,166731.0,SKS2201,SKS2201,2022-05-11,,190550.0,0063Z00000sZCYy,,2022-06-02,San Francisco,Technology,109.0,2025-07-01 10:12:25
100%,Skillsoft,Skillsoft - Value Propositions & Brand: Activation Extension,2022-05-02,2022-06-01,US,23819.0,SKS2201,SKS2201,2022-05-11,,190550.0,0063Z00000sZCYy,,2022-06-02,San Francisco,Technology,109.0,2025-07-01 10:12:25
100%,Skillsoft,Skillsoft - Value Propositions & Brand: Phase 1 Extension,2022-04-18,2022-04-01,US,62229.0,SKS2201,SKS2201,2022-04-25,,149350.0,0063Z00000sYE5o,,2022-05-10,San Francisco,Technology,109.0,2025-07-01 10:12:25
100%,Skillsoft,Skillsoft - Value Propositions & Brand: Phase 1 Extension,2022-04-18,2022-05-01,US,87121.0,SKS2201,SKS2201,2022-04-25,,149350.0,0063Z00000sYE5o,,2022-05-10,San Francisco,Technology,109.0,2025-07-01 10:12:25
100%,SmartNews,SmartNews - Creating an Enduring Purpose: Phase 0,2022-02-24,2022-05-01,Japan,90000.0,SMT2201,SMT2201,2022-05-09,,90000.0,0063Z00000rqXxM,,2022-05-27,,Media Entertainment & Gaming,109.0,2025-07-01 10:12:25
100%,Sprout Social,Sprout Social - Company Narrative,2025-04-04,2025-05-01,US,306250.0,,SPR2501-01,2025-04-28,,350000.0,006WR00000NzxM7,0,2025-05-30,,Technology,109.0,2025-07-01 10:12:25
100%,Sprout Social,Sprout Social - Company Narrative,2025-04-04,2025-04-01,US,43750.0,,SPR2501-01,2025-04-28,,350000.0,006WR00000NzxM7,0,2025-05-30,,Technology,109.0,2025-07-01 10:12:25
,Sprout Social,Sprout Social - PARENT - Company Narrative,2025-04-04,2025-04-01,,0.0,,,,,0.0,006WR00000NzxM6,,,,Technology,109.0,2025-07-01 10:12:25
100%,Starbucks,Starbucks - 2025 Store Manager Gathering,2024-09-20,2025-02-01,US,531776.0,STK2403,STK2403,2024-10-01,,3065000.0,006WR000008p7Z7,200000,2025-03-28,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,Starbucks,Starbucks - 2025 Store Manager Gathering,2024-09-20,2025-02-01,US,534957.0,STK2403,STK2403,2024-10-01,,3065000.0,006WR000008p7Z7,200000,2025-03-28,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,Starbucks,Starbucks - 2025 Store Manager Gathering,2024-09-20,2025-02-01,US,610887.0,STK2403,STK2403,2024-10-01,,3065000.0,006WR000008p7Z7,200000,2025-03-28,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,Starbucks,Starbucks - 2025 Store Manager Gathering,2024-09-20,2025-02-01,US,249636.0,STK2403,STK2403,2024-10-01,,3065000.0,006WR000008p7Z7,200000,2025-03-28,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,Starbucks,Starbucks - 2025 Store Manager Gathering,2024-09-20,2025-02-01,US,610887.0,STK2403,STK2403,2024-10-01,,3065000.0,006WR000008p7Z7,200000,2025-03-28,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,Starbucks,Starbucks - 2025 Store Manager Gathering,2024-09-20,2025-03-01,US,326857.0,STK2403,STK2403,2024-10-01,,3065000.0,006WR000008p7Z7,200000,2025-03-28,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,Starbucks,Starbucks - 2025 Store Manager Gathering,2024-09-20,2025-07-01,US,200000.0,STK2403,STK2403,2024-10-01,,3065000.0,006WR000008p7Z7,200000,2025-03-28,,Food & Beverage,109.0,2025-07-01 10:12:25
50%,Starbucks,Starbucks - 2025 Store Manager Gathering: Retail Moments,2025-02-26,2025-07-01,US,269695.0,,STK2403-02,2025-07-07,,435000.0,006WR00000L2HOr,,2025-08-22,,Food & Beverage,109.0,2025-07-01 10:12:25
50%,Starbucks,Starbucks - 2025 Store Manager Gathering: Retail Moments,2025-02-26,2025-08-01,US,165305.0,,STK2403-02,2025-07-07,,435000.0,006WR00000L2HOr,,2025-08-22,,Food & Beverage,109.0,2025-07-01 10:12:25
